date,link,title
19 Mar 2010,www.dbs.com/newsroom/Koh_Boon_Hwee_to_step_down_as_DBS_Chairman_MIGRT,Koh Boon Hwee to step down as DBS Chairman
17 Mar 2010,www.dbs.com/newsroom/PayPal_and_DBS_collaborate_to_make_global_online_shopping_more_convenient_MIGRT,PayPal and DBS collaborate to make global online shopping more convenient
04 Mar 2010,www.dbs.com/newsroom/POSB_introduces_first_coin_deposit_machine_at_a_school_MIGRT,POSB introduces first coin deposit machine at a school
28 Feb 2010,www.dbs.com/newsroom/Taking_the_search_for_POSB_Everyday_Champions_for_Sports_to_the_heartlands_MIGRT,Taking the search for POSB Everyday Champions for Sports to the heartlands
05 Feb 2010,www.dbs.com/newsroom/DBS_fourthquarter_earnings_rise_29_to_SGD_493_million_bringing_2009_fullyear_net_earnings_to_SGD_206_billion_MIGRT,"DBS fourth-quarter earnings rise 29% to SGD 493 million, bringing 2009 full-year net earnings to SGD 2.06 billion"
03 Feb 2010,www.dbs.com/newsroom/DBS_underscores_commitment_to_China_Inaugurates_new_China_headquarters_building_in_Shanghai_MIGRT,DBS underscores commitment to China; Inaugurates new China headquarters building in Shanghai
21 Jan 2010,www.dbs.com/newsroom/DBS_opens_first_bank_branch_at_Resorts_World_Sentosa_MIGRT,DBS opens first bank branch at Resorts World Sentosa
12 Jan 2010,www.dbs.com/newsroom/DBS_secures_licence_to_open_branch_in_Ho_Chi_Minh_City_MIGRT,DBS secures licence to open branch in Ho Chi Minh City
08 Jan 2010,www.dbs.com/newsroom/DBS_introduces_Singapores_first_internet_banking_guarantee_MIGRT,DBS introduces Singapore's first internet banking guarantee
01 Dec 2009,www.dbs.com/newsroom/POSB_and_Council_for_Third_Age_to_expand_POSB_Active_Neighbours_programme_which_helps_seniors_stay_engaged_with_community_MIGRT,POSB and Council for Third Age to expand POSB Active Neighbours programme which helps seniors stay engaged with community
30 Nov 2009,www.dbs.com/newsroom/Media_statement_MIGRT,Media statement
25 Nov 2009,www.dbs.com/newsroom/DBS_and_SBI_launch_new_Rupee_remittance_service_MIGRT,DBS and SBI launch new Rupee remittance service
06 Nov 2009,www.dbs.com/newsroom/DBS_thirdquarter_earnings_at_SGD_563_million_up_40_yearonyear_MIGRT,"DBS third-quarter earnings at SGD 563 million, up 40% year-on-year"
16 Oct 2009,www.dbs.com/newsroom/Over_200_DBS__POSB_employees_take_part_in_87branch_charity_relay_race_to_help_underprivileged_children_in_Asia_MIGRT,Over 200 DBS / POSB employees take part in 87-branch charity relay race to help underprivileged children in Asia
09 Oct 2009,www.dbs.com/newsroom/news_1310_9165582254793704519_MIGRT,"DBS/POSB customers donate over SGD 100,000 to Red Cross crisis relief efforts via ATMs, i-banking, AXS stations"
23 Sep 2009,www.dbs.com/newsroom/Final_Rights_Issue_results_MIGRT,Final Rights Issue results
16 Sep 2009,www.dbs.com/newsroom/Chinas_ABC_Bank_Picks_DBS_as_Asia_banking_partner_MIGRT,China's ABC Bank Picks DBS as Asia banking partner
07 Sep 2009,www.dbs.com/newsroom/DBS_Group_is_the_Official_Banking_Partner_of_Singapore_2010_Youth_Olympic_Games_MIGRT,DBS Group is the Official Banking Partner of Singapore 2010 Youth Olympic Games
04 Sep 2009,www.dbs.com/newsroom/DBS_named_top_Asia_bank_MIGRT,DBS named top Asia bank
01 Sep 2009,www.dbs.com/newsroom/DBS_appoints_Piyush_Gupta_as_CEO_MIGRT,DBS appoints Piyush Gupta as CEO
25 Aug 2009,www.dbs.com/newsroom/DBS_launches_Singapores_first_3in1_credit_card_featuring_more_ways_to_pay_on_a_single_card_MIGRT,DBS launches Singapore's first 3-in-1 credit card featuring more ways to pay on a single card
07 Aug 2009,www.dbs.com/newsroom/DBS_delivers_stronger_quarteronquarter_performance_with_secondquarter_net_profit_of_SGD_552_million_MIGRT,DBS delivers stronger quarter-on-quarter performance with second-quarter net profit of SGD 552 million
04 Aug 2009,www.dbs.com/newsroom/POSB_celebrates_National_Day_with_launch_of_new_fund_that_invests_in_Singapores_future_MIGRT,POSB celebrates National Day with launch of new fund that invests in Singapore's future
04 Aug 2009,www.dbs.com/newsroom/DBS_to_offer_crossborder_yuan_trade_settlement_service_in_key_Asia_markets_MIGRT,DBS to offer cross-border yuan trade settlement service in key Asia markets
30 Jul 2009,www.dbs.com/newsroom/In_response_to_customers_growing_need_for_financial_security_DBS_and_Aviva_extend_and_deepen_partnership_MIGRT,"In response to customers' growing need for financial security, DBS and Aviva extend and deepen partnership"
28 Jul 2009,www.dbs.com/newsroom/DBS_launches_industryfirst_service_to_simplify_and_speed_up_GIRO_applications_MIGRT,DBS launches industry-first service to simplify and speed up GIRO applications
16 Jul 2009,www.dbs.com/newsroom/DBS_Indonesia_appoints_new_Commissioner_and_President_Director_MIGRT,DBS Indonesia appoints new Commissioner and President Director
12 Jul 2009,www.dbs.com/newsroom/Inaugural_POSB_Run_for_Kids_charity_event_raises_250000_and_attracts_over_3500_participants_from_all_walks_of_life_MIGRT,"Inaugural POSB Run for Kids charity event raises 50,000 and attracts over 3,500 participants from all walks of life"
08 Jul 2009,www.dbs.com/newsroom/DBS_determined_to_uphold_standards_refined_sales_process_in_place_MIGRT,DBS determined to uphold standards; refined sales process in place
18 Jun 2009,www.dbs.com/newsroom/20_DBS_employees_lose_their_locks_for_a_good_cause_MIGRT,20 DBS employees lose their locks for a good cause
12 Jun 2009,www.dbs.com/newsroom/Council_for_third_age_and_POSB_join_hands_to_address_the_financial_needs_of_baby_boomers_and_older_Singaporeans_holistically_MIGRT,Council for third age and POSB join hands to address the financial needs of baby boomers and older Singaporeans holistically
11 Jun 2009,www.dbs.com/newsroom/POSB_steps_up_efforts_to_help_underprivileged_children_during_these_challenging_times_MIGRT,POSB steps up efforts to help underprivileged children during these challenging times
29 May 2009,www.dbs.com/newsroom/DBS_sees_increased_demand_for_escrow_services_MIGRT,DBS sees increased demand for escrow services
04 May 2009,www.dbs.com/newsroom/The_Islamic_Bank_of_Asia_launches_its_first_USD_liquidity_product_MIGRT,The Islamic Bank of Asia launches its first USD liquidity product
11 Apr 2009,www.dbs.com/newsroom/DBS_CEO_Richard_Stanley_passes_away_peacefully_MIGRT,DBS CEO Richard Stanley passes away peacefully
10 Apr 2009,www.dbs.com/newsroom/Richard_Stanleys_medical_condition_takes_sudden_turn_for_the_worse_MIGRT,Richard Stanley's medical condition takes sudden turn for the worse
13 Mar 2009,www.dbs.com/newsroom/news_1332_1562998178125597757_MIGRT,POSB Everyday Card voted as ‘No. 1 Credit Card’ in Singapore
26 Feb 2009,www.dbs.com/newsroom/Overwhelming_response_to_inaugural_POSB_Everyday_Champions_award_MIGRT,Overwhelming response to inaugural POSB Everyday Champions award
25 Feb 2009,www.dbs.com/newsroom/DBS_tops_up_340000_sq_ft_purpose_built_premises__a_milestone_in_its_strategic_occupancy_programme_MIGRT,"DBS tops up 340,000 sq ft purpose built premises - a milestone in its strategic occupancy programme"
24 Feb 2009,www.dbs.com/newsroom/Inaugural_POSB_Everyday_Champions_Award_salutes_57_individuals_and_organisations_MIGRT,Inaugural POSB Everyday Champions Award salutes 57 individuals and organisations
13 Feb 2009,www.dbs.com/newsroom/DBS_achieves_earnings_of_SGD_206_billion_in_2008__wellpositioned_to_weather_uncertainties_ahead_with_strengthened_balance_sheet_and_disciplined_cost_management_MIGRT,DBS achieves earnings of SGD 2.06 billion in 2008 - well-positioned to weather uncertainties ahead with strengthened balance sheet and disciplined cost management
05 Feb 2009,www.dbs.com/newsroom/DBSAM_launches_STI_ETF_and_signs_MOU_with_SGX_to_develop_more_ETFs_MIGRT,DBSAM launches STI ETF and signs MOU with SGX to develop more ETFs
29 Jan 2009,www.dbs.com/newsroom/DBS_CEO_Richard_Stanley_diagnosed_with_leukemia_begins_treatment_immediately_MIGRT,DBS CEO Richard Stanley diagnosed with leukemia; begins treatment immediately
23 Jan 2009,www.dbs.com/newsroom/news_1340_5193529231931490927_MIGRT,Commuters can top up EZ-Link cards at DBS & POSB ATMs and DBS’ subsidiary AXS stations
21 Jan 2009,www.dbs.com/newsroom/Indicative_Rights_Issue_results_MIGRT,Indicative Rights Issue results
